Micros,Pin_State,R_Vis_Value,R_940_Value,T_Vis_Value,T_940_Value
11193938,0,4050,4077,4031,3898
11197275,0,4037,4079,4017,3876
11200611,0,4019,4068,4001,3866
11203946,0,4022,4093,3988,3872
11207282,0,3996,4074,3981,3875
11210617,0,3992,4072,3970,3866
11213954,0,3978,4082,3952,3847
11217289,0,3972,4075,3944,3869
11220624,0,3966,4066,3935,3870
11223959,0,3948,4072,3925,3867
11227295,0,3953,4071,3914,3862
11230630,0,3940,4080,3896,3872
11233967,0,3937,4087,3886,3887
11237303,0,3932,4066,3892,3860
11240638,0,3919,4082,3874,3863
11243975,0,3940,4066,3862,3855
11247310,0,3904,4080,3854,3863
11250645,0,3908,4075,3850,3857
11253980,0,3901,4072,3842,3863
11257316,0,3904,4058,3842,3867
11260651,0,3896,4066,3831,3863
11263988,0,3888,4076,3822,3858
11267324,0,3901,4071,3808,3857
11270660,0,3877,4054,3818,3854
11273997,0,3880,4075,3815,3857
11277332,0,3882,4064,3798,3858
11280667,0,3871,4070,3792,3851
11284004,0,3870,4066,3786,3859
11287340,0,3878,4071,3775,3862
11290675,0,3885,4086,3790,3861
11294012,0,3867,4075,3770,3862
11297348,0,3888,4094,3755,3855
11300685,0,3856,4069,3762,3869
11304021,0,3858,4073,3758,3875
11307358,0,3860,4070,3757,3855
11310695,0,3852,4080,3747,3863
11314031,0,3852,4084,3740,3864
11317367,0,3848,4079,3738,3862
11320702,0,3851,4074,3726,3865
11324039,0,3842,4070,3728,3862
11327375,0,3847,4083,3727,3853
11330710,0,3851,4072,3728,3855
11334047,0,3843,4077,3714,3865
11337383,0,3843,4066,3715,3858
11340720,0,3845,4074,3715,3851
11344056,0,3844,4086,3706,3867
11347393,0,3843,4072,3715,3867
11350730,0,3841,4066,3713,3859
11354066,0,3852,4069,3718,3856
11357402,0,3855,4066,3695,3866
11360737,0,3842,4075,3700,3864
11364072,0,3837,4073,3696,3849
11367408,0,3845,4085,3694,3855
11370743,0,3836,4076,3695,3859
11374079,0,3844,4070,3696,3858
11377416,0,3839,4071,3691,3859
11380752,0,3836,4083,3694,3862
11384087,0,3836,4075,3686,3864
11387423,0,3831,4076,3682,3854
11390758,0,3830,4076,3692,3863
11394094,0,3850,4088,3676,3864
11397429,0,3822,4082,3671,3863
11400766,0,3834,4090,3673,3869
11404102,0,3840,4068,3682,3866
11407439,0,3829,4077,3671,3862
11410776,0,3833,4069,3669,3845
11414112,0,3825,4089,3685,3863
11417448,0,3831,4075,3660,3866
11420783,0,3819,4075,3662,3874
11424119,0,3827,4071,3668,3867
11427455,0,3821,4083,3663,3867
11430790,0,3833,4071,3665,3857
11434127,0,3828,4071,3662,3855
11437463,0,3835,4071,3665,3862
11440799,0,3829,4074,3653,3864
11444134,0,3826,4075,3659,3867
11447470,0,3837,4077,3651,3854
11450805,0,3821,4073,3665,3880
11454142,0,3828,4074,3658,3860
11457478,0,3843,4073,3659,3864
11460815,0,3853,4085,3663,3865
11464151,0,3830,4074,3653,3863
11467488,0,3853,4090,3648,3864
11470824,0,3831,4073,3658,3860
11474159,0,3820,4079,3650,3862
11477495,0,3842,4070,3662,3856
11480830,0,3833,4060,3643,3858
11484167,0,3831,4072,3651,3875
11487503,0,3828,4073,3648,3860
11490840,0,3821,4070,3669,3859
11494176,0,3829,4093,3644,3865
11497513,0,3833,4073,3649,3859
11500850,0,3828,4074,3648,3859
11504186,0,3822,4078,3661,3867
11507522,0,3829,4075,3646,3851
11510857,0,3827,4070,3651,3857
11514192,0,3826,4061,3650,3854
11517528,0,3834,4072,3639,3867
11520863,0,3825,4078,3642,3861
11524200,0,3824,4081,3643,3861
11527536,0,3856,4075,3636,3854
11530873,0,3825,4074,3641,3852
11534209,0,3821,4080,3662,3863
11537546,0,3822,4069,3645,3877
11540883,0,3826,4074,3646,3864
11544219,0,3829,4095,3639,3854
11547556,0,3837,4095,3644,3882
11550893,0,3825,4077,3642,3863
11554229,0,3828,4088,3642,3866
11557565,0,3834,4069,3647,3860
11560900,0,3829,4075,3635,3862
11564235,0,3824,4082,3638,3861
11567571,0,3824,4078,3640,3861
11570908,0,3819,4068,3634,3854
11574245,0,3823,4077,3634,3875
11577581,0,3828,4067,3640,3863
11580918,0,3823,4068,3639,3854
11584254,0,3822,4078,3637,3857
11587591,0,3833,4072,3641,3860
11590927,0,3819,4069,3632,3858
11594262,0,3817,4078,3636,3861
11597598,0,3826,4072,3639,3866
11600935,0,3830,4067,3624,3868
11604270,0,3823,4070,3652,3858
11607606,0,3827,4066,3638,3859
11610943,0,3832,4073,3639,3861
11614278,0,3828,4083,3629,3865
11617613,0,3824,4078,3636,3866
11620948,0,3826,4080,3633,3865
11624283,0,3818,4077,3637,3864
11627618,0,3822,4094,3648,3856
11630955,0,3824,4082,3634,3862
11634291,0,3825,4075,3637,3863
11637627,0,3831,4065,3632,3868
11640964,0,3824,4076,3660,3881
11644301,0,3827,4066,3640,3860
11647638,0,3825,4073,3627,3875
11650974,0,3844,4070,3630,3858
11654309,0,3826,4076,3638,3864
11657645,0,3837,4064,3632,3859
11660980,0,3840,4082,3641,3859
11664315,0,3830,4075,3633,3863
11667651,0,3823,4069,3629,3860
11670986,0,3821,4094,3629,3873
11674322,0,3829,4069,3638,3859
11677658,0,3826,4076,3635,3865
11680993,0,3827,4071,3639,3860
11684330,0,3833,4071,3634,3855
11687666,0,3828,4072,3627,3866
11691005,0,3820,4083,3631,3865
11694342,0,3823,4069,3630,3858
11697677,0,3826,4070,3647,3864
11701012,0,3827,4077,3633,3864
