Micros,Pin_State,R_Vis_Value,R_940_Value,T_Vis_Value,T_940_Value
4233072,0,4058,4073,4033,3966
4236409,0,4046,4075,4026,3951
4239746,0,4026,4069,4007,3942
4243082,0,4039,4071,3994,3961
4246418,0,4008,4077,3985,3933
4249753,0,3991,4080,3963,3932
4253089,0,4003,4067,3959,3938
4256424,0,3979,4075,3941,3938
4259759,0,3966,4068,3949,3946
4263095,0,3960,4077,3929,3938
4266432,0,3952,4067,3921,3925
4269768,0,3941,4081,3904,3935
4273105,0,3944,4061,3894,3942
4276440,0,3956,4072,3896,3923
4279777,0,3930,4071,3881,3928
4283112,0,3932,4095,3871,3920
4286447,0,3911,4083,3862,3930
4289782,0,3916,4071,3859,3925
4293118,0,3904,4071,3848,3928
4296453,0,3931,4082,3837,3921
4299789,0,3899,4076,3834,3923
4303125,0,3886,4080,3822,3926
4306460,0,3904,4094,3817,3921
4309795,0,3887,4091,3814,3929
4313131,0,3885,4076,3807,3927
4316466,0,3889,4063,3806,3918
4319803,0,3869,4078,3817,3922
4323139,0,3878,4071,3793,3928
4326475,0,3887,4073,3799,3926
4329810,0,3892,4070,3779,3926
4333146,0,3869,4073,3776,3935
4336481,0,3859,4077,3765,3939
4339816,0,3858,4082,3761,3923
4343152,0,3866,4074,3762,3929
4346489,0,3865,4073,3754,3917
4349825,0,3856,4077,3751,3928
4353161,0,3857,4074,3742,3932
4356496,0,3857,4095,3745,3930
4359831,0,3849,4078,3740,3927
4363167,0,3852,4072,3747,3923
4366502,0,3854,4077,3734,3930
4369839,0,3846,4076,3733,3919
4373175,0,3847,4068,3726,3937
4376512,0,3845,4069,3731,3924
4379849,0,3849,4073,3722,3928
4383185,0,3843,4078,3721,3945
4386521,0,3863,4088,3720,3920
4389856,0,3843,4066,3721,3924
4393192,0,3837,4056,3721,3921
4396527,0,3859,4082,3715,3929
4399862,0,3834,4077,3705,3926
4403198,0,3853,4095,3701,3919
4406535,0,3844,4087,3717,3922
4409872,0,3842,4075,3696,3925
4413208,0,3845,4071,3699,3921
4416545,0,3840,4095,3690,3928
4419882,0,3839,4079,3694,3925
4423217,0,3836,4077,3692,3926
4426552,0,3829,4078,3690,3925
4429887,0,3851,4092,3688,3920
4433223,0,3834,4075,3695,3924
4436558,0,3843,4071,3683,3923
4439895,0,3846,4069,3684,3913
4443231,0,3838,4068,3674,3922
4446567,0,3833,4077,3681,3926
4449902,0,3835,4073,3675,3919
4453239,0,3826,4069,3677,3932
4456574,0,3835,4077,3673,3914
4459909,0,3831,4077,3677,3916
4463245,0,3832,4074,3685,3920
4466582,0,3837,4091,3666,3933
4469919,0,3830,4082,3667,3921
4473254,0,3840,4064,3674,3920
4476591,0,3835,4085,3661,3928
4479927,0,3834,4066,3668,3924
4483263,0,3834,4073,3666,3924
4486598,0,3837,4072,3674,3922
4489933,0,3827,4082,3660,3925
4493269,0,3835,4074,3659,3924
4496604,0,3848,4095,3681,3935
4499941,0,3843,4066,3657,3921
4503277,0,3833,4064,3660,3922
4506614,0,3845,4074,3662,3924
4509951,0,3827,4070,3662,3940
4513287,0,3829,4077,3658,3927
4516623,0,3828,4064,3653,3918
4519958,0,3834,4077,3655,3925
4523294,0,3838,4071,3654,3927
4526629,0,3849,4070,3664,3922
4529964,0,3842,4074,3652,3922
4533300,0,3838,4073,3654,3927
4536637,0,3830,4081,3652,3925
4539973,0,3825,4068,3669,3927
4543309,0,3830,4076,3650,3926
4546644,0,3835,4072,3653,3932
4549979,0,3826,4087,3647,3928
4553316,0,3840,4076,3642,3917
4556653,0,3828,4075,3657,3922
4559990,0,3826,4077,3647,3924
4563326,0,3825,4067,3643,3912
4566661,0,3830,4072,3664,3917
4569998,0,3833,4074,3645,3919
4573334,0,3835,4064,3652,3925
4576670,0,3846,4069,3638,3929
4580005,0,3834,4076,3640,3934
4583341,0,3836,4070,3640,3940
4586676,0,3840,4068,3628,3924
4590013,0,3832,4095,3644,3929
4593349,0,3830,4073,3646,3910
4596684,0,3836,4070,3652,3941
4600020,0,3832,4066,3652,3918
4603357,0,3839,4074,3646,3926
4606693,0,3830,4077,3644,3919
4610028,0,3832,4081,3640,3925
4613364,0,3834,4072,3643,3926
4616699,0,3831,4064,3648,3923
4620035,0,3828,4066,3636,3920
4623371,0,3829,4078,3640,3934
4626708,0,3830,4079,3641,3923
4630043,0,3825,4068,3637,3928
4633378,0,3847,4085,3638,3920
4636713,0,3829,4075,3639,3926
4640050,0,3835,4094,3643,3921
4643386,0,3826,4093,3636,3918
4646721,0,3833,4078,3642,3917
4650057,0,3826,4077,3657,3937
4653394,0,3825,4068,3654,3928
4656731,0,3832,4074,3638,3921
4660067,0,3822,4077,3647,3916
4663403,0,3815,4093,3635,3929
4666738,0,3830,4065,3641,3924
4670073,0,3833,4076,3639,3928
4673409,0,3832,4075,3643,3921
4676746,0,3827,4083,3635,3918
4680082,0,3836,4073,3639,3928
4683418,0,3833,4066,3644,3924
4686755,0,3850,4080,3652,3939
4690092,0,3838,4075,3630,3911
4693428,0,3822,4078,3637,3928
4696765,0,3830,4084,3633,3921
4700101,0,3838,4066,3649,3919
4703437,0,3837,4071,3639,3926
4706772,0,3829,4085,3639,3915
4710107,0,3837,4063,3642,3922
4713443,0,3837,4072,3637,3930
4716780,0,3845,4068,3640,3920
4720117,0,3838,4074,3633,3922
4723453,0,3830,4078,3636,3926
4726790,0,3831,4075,3638,3925
4730126,0,3823,4066,3647,3937
4733461,0,3830,4079,3637,3919
4736796,0,3833,4077,3636,3938
4740133,0,3824,4077,3637,3929
4743469,0,3828,4094,3637,3935
4746806,0,3832,4077,3638,3918
4750142,0,3829,4076,3637,3924
4753477,0,3841,4082,3656,3926
4756814,0,3824,4072,3650,3944
4760150,0,3833,4073,3638,3935
4763487,0,3833,4073,3636,3935
4766823,0,3827,4057,3641,3918
4770158,0,3832,4075,3638,3916
4773493,0,3824,4069,3635,3923
4776828,0,3831,4069,3640,3932
4780164,0,3833,4073,3630,3933
4783499,0,3820,4075,3645,3923
4786834,0,3825,4073,3630,3952
4790169,0,3832,4075,3636,3924
4793504,0,3831,4074,3646,3921
4796839,0,3836,4087,3628,3929
4800176,0,3831,4076,3628,3924
4803512,0,3831,4069,3636,3926
4806849,0,3830,4075,3637,3934
4810185,0,3831,4087,3644,3910
4813521,0,3823,4078,3634,3930
