Micros,Pin_State,R_Vis_Value,R_940_Value,T_Vis_Value,T_940_Value
6867934,0,3782,4047,3443,639
6871269,0,3796,4056,3438,639
6874606,0,3786,4051,3442,637
6877942,0,3787,4070,3433,640
6881277,0,3787,4055,3433,640
6884612,0,3795,4058,3438,641
6887947,0,3781,4067,3433,642
6891282,0,3788,4076,3444,639
6894619,0,3784,4060,3437,644
6897956,0,3789,4060,3438,642
6901291,0,3787,4084,3440,644
6904626,0,3782,4074,3433,637
6907961,0,3790,4061,3439,642
6911297,0,3788,4050,3430,645
6914634,0,3791,4054,3438,640
6917970,0,3791,4054,3437,640
6921306,0,3793,4059,3438,640
6924643,0,3785,4072,3452,637
6927983,0,3782,4065,3434,639
6931318,0,3792,4059,3431,639
6934655,0,3794,4057,3440,637
6937991,0,3787,4057,3432,642
6941328,0,3779,4067,3433,642
6944665,0,3787,4053,3440,639
6948003,0,3778,4057,3437,645
6951340,0,3793,4053,3450,646
6954677,0,3796,4058,3439,645
6958013,0,3785,4058,3432,645
6961350,0,3781,4064,3435,641
6964687,0,3789,4061,3436,647
6968022,0,3792,4073,3449,649
6971357,0,3785,4061,3447,646
6974692,0,3786,4060,3435,647
6978028,0,3777,4060,3439,646
6981365,0,3795,4054,3444,650
6984700,0,3788,4054,3439,651
6988036,0,3789,4061,3439,650
6991372,0,3784,4063,3435,650
6994707,0,3781,4053,3439,654
6998042,0,3784,4052,3441,655
7001377,0,3786,4062,3432,656
7004712,0,3781,4066,3440,657
7008048,0,3784,4052,3452,656
7011383,0,3785,4054,3443,655
7014720,0,3783,4063,3437,663
7018056,0,3781,4082,3430,658
7021393,0,3794,4059,3438,660
7024730,0,3781,4072,3458,662
7028066,0,3776,4055,3444,662
7031402,0,3786,4060,3439,666
7034737,0,3783,4056,3445,662
7038073,0,3778,4069,3448,662
7041408,0,3784,4062,3432,665
7044743,0,3784,4057,3436,666
7048079,0,3788,4056,3443,663
7051416,0,3782,4055,3441,666
7054752,0,3785,4071,3435,667
7058089,0,3782,4061,3449,664
7061425,0,3796,4058,3433,665
7064760,0,3789,4076,3436,667
7068096,0,3785,4071,3438,671
7071431,0,3783,4069,3451,669
7074768,0,3777,4073,3438,670
7078104,0,3787,4060,3439,666
7081441,0,3801,4065,3445,670
7084777,0,3793,4063,3437,667
7088114,0,3787,4060,3443,668
7091451,0,3806,4056,3441,663
7094788,0,3778,4060,3433,665
7098123,0,3791,4075,3437,667
7101458,0,3791,4059,3440,667
7104793,0,3795,4060,3442,665
7108129,0,3804,4068,3435,665
7111464,0,3789,4084,3437,665
7114799,0,3790,4061,3439,666
7118136,0,3788,4053,3433,666
7121473,0,3782,4068,3435,664
7124809,0,3788,4050,3441,661
7128145,0,3785,4064,3437,664
7131480,0,3781,4057,3451,665
7134815,0,3794,4060,3440,663
7138151,0,3789,4055,3439,667
7141488,0,3785,4060,3450,667
7144824,0,3788,4061,3438,673
7148160,0,3789,4061,3439,667
7151495,0,3780,4054,3435,669
7154830,0,3788,4079,3435,671
7158166,0,3787,4057,3439,670
7161501,0,3791,4061,3440,665
7164838,0,3799,4060,3438,667
7168174,0,3790,4061,3435,667
7171510,0,3787,4061,3458,667
7174845,0,3784,4054,3451,671
7178181,0,3796,4082,3434,670
7181516,0,3792,4054,3442,668
7184851,0,3788,4053,3436,672
7188187,0,3781,4057,3453,666
7191524,0,3788,4060,3439,669
7194859,0,3788,4058,3434,668
7198194,0,3786,4068,3436,667
7201531,0,3786,4060,3439,667
7204867,0,3787,4055,3447,668
7208204,0,3776,4055,3435,666
7211540,0,3788,4061,3435,668
7214875,0,3787,4060,3442,671
7218211,0,3788,4060,3440,669
7221546,0,3792,4058,3436,667
7224883,0,3784,4068,3439,670
7228219,0,3785,4063,3447,669
7231556,0,3780,4079,3447,671
7234892,0,3793,4078,3456,667
7238229,0,3788,4052,3441,670
7241566,0,3798,4058,3445,671
7244903,0,3788,4051,3441,670
7248239,0,3789,4062,3439,670
7251576,0,3784,4073,3444,675
7254911,0,3796,4063,3439,668
7258247,0,3789,4058,3439,670
7261584,0,3797,4057,3444,672
7264921,0,3802,4079,3440,671
7268257,0,3793,4067,3437,674
7271592,0,3792,4057,3440,671
7274928,0,3792,4061,3437,671
7278264,0,3784,4054,3440,677
7281599,0,3790,4060,3436,671
7284936,0,3787,4060,3441,669
7288272,0,3800,4058,3440,669
7291607,0,3784,4044,3440,671
7294944,0,3789,4053,3443,673
7298279,0,3785,4054,3447,672
7301616,0,3799,4055,3436,668
7304953,0,3789,4060,3439,670
7308289,0,3795,4073,3441,669
7311625,0,3782,4063,3452,670
7314960,0,3791,4059,3443,678
7318296,0,3784,4061,3440,671
7321631,0,3800,4074,3439,672
7324966,0,3788,4085,3435,675
7328302,0,3789,4060,3441,671
7331637,0,3798,4060,3439,673
7334974,0,3783,4073,3447,677
7338309,0,3788,4077,3435,673
7341644,0,3790,4061,3437,674
7344979,0,3798,4058,3435,671
7348314,0,3784,4044,3442,671
7351651,0,3791,4054,3445,673
7354988,0,3806,4058,3438,675
7358324,0,3805,4054,3434,672
7361661,0,3784,4061,3436,671
7364997,0,3795,4053,3454,673
7368333,0,3783,4056,3445,676
7371668,0,3789,4059,3438,670
7375005,0,3782,4065,3438,671
7378341,0,3790,4057,3461,673
7381676,0,3791,4050,3444,672
7385013,0,3789,4061,3439,666
7388349,0,3782,4063,3437,668
7391686,0,3798,4062,3438,662
7395022,0,3786,4051,3441,664
7398357,0,3790,4064,3437,667
7401692,0,3783,4051,3450,667
7405027,0,3790,4053,3452,662
7408362,0,3790,4061,3438,663
7411699,0,3779,4057,3436,659
7415035,0,3785,4062,3432,664
7418372,0,3787,4062,3439,662
7421709,0,3787,4049,3438,663
7425045,0,3787,4065,3433,663
7428381,0,3788,4061,3436,659
7431716,0,3782,4069,3435,664
7435051,0,3783,4052,3439,664
7438387,0,3790,4060,3440,663
7441722,0,3789,4061,3443,658
7445058,0,3793,4059,3439,658
7448395,0,3785,4054,3436,660
7451732,0,3781,4066,3439,663
7455068,0,3787,4056,3443,662
7458404,0,3792,4056,3432,663
7461739,0,3791,4065,3433,665
7465076,0,3790,4061,3437,661
7468412,0,3785,4063,3436,662
7471747,0,3783,4053,3435,661
7475083,0,3791,4062,3437,661
7478418,0,3806,4058,3443,662
7481753,0,3803,4052,3439,666
7485088,0,3789,4058,3432,661
7488424,0,3790,4059,3437,660
7491759,0,3809,4057,3432,659
7495095,0,3780,4065,3437,661
7498432,0,3791,4061,3436,660
7501767,0,3790,4056,3439,659
7505103,0,3783,4066,3456,661
7508439,0,3777,4063,3438,658
7511774,0,3787,4057,3439,655
7515109,0,3792,4052,3436,656
7518445,0,3780,4061,3433,658
7521782,0,3788,4068,3437,657
7525119,0,3786,4057,3445,654
7528456,0,3785,4071,3456,655
7531793,0,3790,4060,3440,655
7535129,0,3795,4071,3434,657
7538466,0,3783,4058,3453,654
7541803,0,3788,4061,3431,656
7545143,0,3783,4058,3438,657
