Micros,Pin_State,R_Vis_Value,R_940_Value,T_Vis_Value,T_940_Value
11418150,0,3998,4064,4019,3946
11421485,0,3945,4060,3997,3928
11424821,0,3944,4079,3992,3926
11428156,0,3984,4085,3983,3921
11431492,0,3986,4078,3969,3911
11434827,0,3949,4073,3955,3914
11438163,0,3895,4074,3941,3908
11441500,0,3902,4071,3937,3908
11444837,0,3964,4080,3914,3903
11448173,0,3947,4074,3914,3909
11451509,0,3906,4080,3895,3909
11454844,0,3884,4084,3886,3900
11458179,0,3875,4089,3883,3909
11461515,0,3920,4082,3872,3908
11464850,0,3928,4077,3859,3925
11468186,0,3898,4077,3849,3898
11471523,0,3847,4077,3844,3905
11474858,0,3877,4076,3831,3899
11478194,0,3915,4081,3839,3898
11481529,0,3904,4078,3823,3908
11484864,0,3877,4064,3823,3896
11488201,0,3836,4070,3821,3912
11491537,0,3852,4080,3806,3901
11494872,0,3906,4070,3806,3902
11498208,0,3910,4071,3805,3904
11501544,0,3874,4066,3790,3898
11504881,0,3825,4078,3778,3906
11508217,0,3850,4078,3779,3904
11511553,0,3907,4077,3780,3913
11514888,0,3894,4076,3768,3907
11518223,0,3868,4073,3755,3901
11521559,0,3822,4074,3754,3898
11524894,0,3840,4073,3766,3924
11528230,0,3898,4077,3749,3904
11531567,0,3898,4075,3747,3905
11534904,0,3859,4079,3751,3916
11538240,0,3829,4072,3753,3900
11541575,0,3840,4070,3719,3912
11544912,0,3896,4095,3741,3915
11548248,0,3898,4076,3723,3911
11551584,0,3882,4090,3720,3896
11554921,0,3832,4083,3714,3930
11558261,0,3841,4078,3715,3902
11561596,0,3893,4078,3716,3902
11564931,0,3898,4072,3713,3901
11568267,0,3864,4074,3701,3901
11571602,0,3828,4082,3702,3908
11574938,0,3843,4080,3703,3903
11578275,0,3891,4073,3701,3899
11581612,0,3890,4072,3698,3911
11584948,0,3862,4073,3696,3902
11588284,0,3832,4067,3697,3894
11591619,0,3859,4080,3684,3897
11594956,0,3890,4078,3690,3904
11598292,0,3886,4081,3684,3910
11601627,0,3858,4070,3686,3895
11604964,0,3820,4077,3679,3902
11608299,0,3862,4086,3684,3907
11611634,0,3898,4075,3679,3911
11614969,0,3890,4076,3678,3907
11618305,0,3856,4067,3674,3907
11621640,0,3817,4072,3670,3901
11624975,0,3839,4080,3672,3902
11628310,0,3893,4080,3670,3903
11631646,0,3893,4077,3667,3909
11634981,0,3861,4067,3667,3901
11638316,0,3815,4080,3664,3905
11641651,0,3840,4078,3669,3903
11644988,0,3893,4072,3665,3903
11648323,0,3892,4095,3666,3896
11651660,0,3863,4095,3658,3909
11654996,0,3825,4072,3662,3903
11658332,0,3855,4093,3653,3903
11661667,0,3892,4076,3654,3911
11665004,0,3875,4073,3657,3899
11668340,0,3865,4073,3653,3911
11671675,0,3825,4075,3646,3903
11675012,0,3837,4085,3650,3917
11678348,0,3889,4095,3665,3896
11681685,0,3891,4077,3656,3897
11685021,0,3858,4075,3653,3907
11688358,0,3825,4087,3649,3897
11691695,0,3844,4079,3652,3898
11695031,0,3893,4075,3652,3908
11698368,0,3884,4082,3650,3910
11701704,0,3866,4088,3647,3900
11705039,0,3823,4073,3647,3894
11708375,0,3845,4079,3651,3905
11711710,0,3890,4068,3641,3901
11715047,0,3887,4067,3658,3907
11718383,0,3863,4072,3648,3901
11721720,0,3825,4092,3639,3915
11725056,0,3827,4084,3638,3900
11728392,0,3897,4078,3646,3907
11731727,0,3904,4059,3648,3906
11735062,0,3875,4068,3640,3906
11738398,0,3829,4070,3643,3904
11741733,0,3845,4068,3661,3898
11745069,0,3888,4080,3667,3910
11748404,0,3894,4074,3645,3906
11751741,0,3853,4078,3639,3907
11755077,0,3836,4066,3648,3889
11758413,0,3844,4076,3641,3905
11761748,0,3894,4076,3643,3905
11765083,0,3892,4073,3634,3913
11768419,0,3868,4075,3626,3916
11771754,0,3823,4077,3636,3907
11775090,0,3845,4068,3644,3901
11778427,0,3879,4086,3643,3900
11781763,0,3885,4070,3655,3928
11785098,0,3858,4066,3641,3902
11788434,0,3826,4075,3634,3904
11791769,0,3836,4087,3651,3921
11795104,0,3896,4089,3638,3911
11798440,0,3894,4070,3643,3930
11801777,0,3861,4089,3650,3912
11805112,0,3823,4067,3635,3903
11808448,0,3865,4095,3632,3901
11811783,0,3891,4070,3637,3911
11815120,0,3900,4072,3641,3908
11818455,0,3858,4075,3629,3910
11821790,0,3826,4074,3635,3905
11825127,0,3845,4084,3634,3910
11828463,0,3891,4071,3645,3904
11831800,0,3893,4074,3637,3901
11835136,0,3857,4071,3639,3912
11838471,0,3828,4082,3645,3900
11841806,0,3843,4079,3633,3896
11845143,0,3899,4065,3635,3908
11848479,0,3885,4083,3635,3899
11851816,0,3858,4073,3636,3903
11855153,0,3820,4092,3628,3918
11858488,0,3845,4071,3648,3897
11861825,0,3894,4077,3636,3899
11865162,0,3900,4075,3634,3900
11868498,0,3863,4069,3628,3903
11871835,0,3825,4072,3622,3911
11875171,0,3845,4064,3632,3908
11878506,0,3884,4079,3624,3908
11881841,0,3889,4066,3637,3906
11885177,0,3857,4071,3623,3907
11888514,0,3826,4073,3629,3904
11891850,0,3840,4081,3626,3912
11895189,0,3896,4068,3636,3907
11898526,0,3895,4075,3637,3914
11901863,0,3850,4062,3625,3894
11905199,0,3832,4066,3630,3918
11908535,0,3847,4077,3631,3904
11911870,0,3888,4080,3624,3907
11915206,0,3884,4069,3633,3917
11918541,0,3853,4074,3653,3899
11921876,0,3827,4065,3624,3896
11925212,0,3853,4074,3642,3928
11928547,0,3894,4077,3633,3912
11931884,0,3910,4072,3645,3906
11935220,0,3863,4062,3630,3912
11938557,0,3823,4075,3629,3898
11941893,0,3844,4082,3630,3905
11945229,0,3887,4069,3637,3917
11948564,0,3892,4074,3633,3906
11951899,0,3855,4073,3631,3894
11955235,0,3815,4080,3626,3905
11958572,0,3854,4082,3623,3898
11961909,0,3894,4076,3634,3906
11965245,0,3891,4078,3632,3908
11968582,0,3851,4076,3642,3923
11971919,0,3835,4073,3622,3898
11975254,0,3847,4079,3629,3907
11978591,0,3902,4066,3637,3896
11981928,0,3880,4070,3642,3907
11985263,0,3856,4071,3630,3908
11988598,0,3832,4071,3638,3905
11991935,0,3859,4070,3626,3906
11995271,0,3896,4078,3633,3904
11998606,0,3884,4075,3626,3935
12001941,0,3857,4079,3622,3901
12005277,0,3826,4071,3627,3907
12008613,0,3846,4077,3631,3916
12011948,0,3889,4070,3636,3902
12015285,0,3890,4078,3632,3900
12018620,0,3857,4073,3630,3894
12021955,0,3824,4076,3632,3903
12025291,0,3843,4089,3622,3900
12028628,0,3894,4078,3652,3904
12031965,0,3888,4077,3632,3908
12035301,0,3853,4080,3630,3897
12038636,0,3817,4072,3641,3889
12041971,0,3846,4081,3629,3908
12045307,0,3897,4072,3630,3912
12048642,0,3884,4095,3636,3904
12051979,0,3855,4073,3630,3903
12055316,0,3821,4068,3616,3912
12058653,0,3843,4090,3647,3919
12061990,0,3899,4076,3631,3907
12065325,0,3898,4072,3628,3901
12068662,0,3855,4083,3624,3915
12071999,0,3822,4075,3630,3904
12075335,0,3846,4080,3630,3910
12078671,0,3895,4070,3638,3904
12082006,0,3894,4074,3634,3932
12085342,0,3853,4076,3633,3904
12088677,0,3815,4080,3625,3904
12092014,0,3853,4084,3640,3909
12095350,0,3889,4073,3632,3913
12098687,0,3891,4078,3632,3909
12102023,0,3866,4070,3630,3903
12105360,0,3825,4082,3625,3900
12108696,0,3851,4079,3631,3907
12112031,0,3895,4095,3631,3928
12115367,0,3884,4087,3627,3902
12118702,0,3856,4069,3632,3904
12122039,0,3822,4088,3638,3912
12125375,0,3841,4072,3631,3915
12128712,0,3887,4084,3631,3908
12132048,0,3891,4088,3627,3912
12135385,0,3854,4061,3630,3895
12138722,0,3828,4072,3630,3904
12142058,0,3857,4077,3631,3908
12145394,0,3899,4069,3636,3904
12148731,0,3891,4071,3645,3900
12152067,0,3859,4071,3633,3904
12155403,0,3825,4087,3624,3910
12158738,0,3859,4087,3630,3906
12162073,0,3898,4061,3642,3903
12165409,0,3890,4074,3629,3903
12168744,0,3855,4066,3621,3922
12172080,0,3810,4068,3624,3907
12175416,0,3852,4071,3633,3904
12178752,0,3894,4070,3648,3925
12182087,0,3889,4064,3634,3915
12185423,0,3862,4069,3635,3903
12188758,0,3831,4069,3638,3898
12192095,0,3857,4077,3631,3907
12195430,0,3897,4072,3635,3909
12198767,0,3892,4076,3628,3914
12202103,0,3847,4062,3628,3918
12205439,0,3846,4070,3636,3902
12208774,0,3862,4075,3635,3902
12212111,0,3901,4074,3635,3897
12215446,0,3881,4073,3630,3901
12218781,0,3851,4062,3633,3901
12222118,0,3823,4070,3629,3894
12225453,0,3854,4092,3647,3904
12228789,0,3916,4082,3644,3924
12232124,0,3891,4077,3631,3903
12235460,0,3871,4066,3635,3892
12238795,0,3812,4081,3644,3903
12242133,0,3851,4077,3628,3898
12245468,0,3894,4061,3628,3900
12248803,0,3898,4078,3626,3906
12252139,0,3849,4071,3629,3896
