Micros,Pin_State,R_Vis_Value,R_940_Value,T_Vis_Value,T_940_Value
11962412,0,4026,4062,3894,2200
11965747,0,3985,4060,3877,2208
11969084,0,3972,4055,3877,2203
11972421,0,3966,4056,3852,2207
11975757,0,3947,4080,3843,2201
11979094,0,3943,4065,3840,2203
11982431,0,3929,4055,3820,2202
11985768,0,3941,4062,3811,2212
11989104,0,3911,4065,3802,2199
11992439,0,3902,4061,3802,2203
11995774,0,3893,4076,3778,2215
11999111,0,3891,4063,3765,2204
12002448,0,3883,4066,3772,2204
12005784,0,3880,4063,3759,2203
12009121,0,3883,4058,3763,2206
12012458,0,3859,4069,3738,2208
12015794,0,3865,4080,3731,2209
12019129,0,3859,4072,3743,2206
12022468,0,3849,4046,3726,2208
12025803,0,3843,4071,3711,2209
12029140,0,3851,4052,3710,2209
12032476,0,3840,4065,3690,2213
12035813,0,3837,4065,3690,2210
12039149,0,3828,4055,3701,2203
12042486,0,3830,4058,3699,2219
12045822,0,3828,4066,3674,2212
12049157,0,3828,4054,3678,2221
12052493,0,3822,4070,3653,2219
12055828,0,3818,4057,3660,2213
12059165,0,3818,4064,3645,2215
12062501,0,3822,4065,3650,2207
12065836,0,3812,4071,3655,2209
12069172,0,3809,4069,3639,2215
12072509,0,3812,4061,3636,2216
12075846,0,3813,4059,3634,2213
12079181,0,3802,4065,3639,2214
12082517,0,3816,4061,3626,2215
12085852,0,3810,4063,3623,2211
12089189,0,3821,4056,3617,2211
12092525,0,3806,4062,3613,2208
12095860,0,3800,4057,3623,2211
12099197,0,3802,4056,3611,2215
12102533,0,3800,4066,3605,2214
12105870,0,3795,4060,3606,2208
12109206,0,3800,4088,3610,2220
12112542,0,3808,4062,3601,2217
12115877,0,3790,4068,3590,2219
12119212,0,3793,4065,3585,2217
12122548,0,3800,4065,3591,2220
12125883,0,3800,4060,3588,2217
12129218,0,3801,4062,3584,2217
12132555,0,3795,4061,3585,2216
12135892,0,3795,4070,3595,2212
12139228,0,3795,4062,3571,2216
12142565,0,3809,4058,3579,2214
12145900,0,3800,4060,3570,2231
12149236,0,3787,4068,3574,2215
12152572,0,3793,4073,3563,2215
12155907,0,3788,4070,3569,2215
12159243,0,3794,4065,3568,2217
12162580,0,3806,4059,3578,2213
12165917,0,3801,4048,3557,2218
12169253,0,3792,4064,3570,2219
12172589,0,3790,4067,3563,2221
12175924,0,3822,4055,3555,2223
12179260,0,3795,4055,3562,2214
12182597,0,3793,4073,3557,2220
12185934,0,3791,4065,3573,2218
12189270,0,3789,4079,3576,2217
12192606,0,3793,4067,3553,2218
12195941,0,3786,4070,3555,2220
12199276,0,3809,4071,3557,2215
12202612,0,3798,4083,3557,2217
12205947,0,3791,4063,3550,2219
12209282,0,3794,4088,3553,2216
12212618,0,3805,4061,3543,2232
12215954,0,3790,4064,3557,2217
12219290,0,3799,4061,3543,2217
12222627,0,3800,4065,3548,2231
12225964,0,3798,4064,3551,2222
12229299,0,3782,4064,3553,2218
12232636,0,3787,4062,3553,2221
12235972,0,3791,4064,3541,2222
12239307,0,3798,4059,3546,2221
12242643,0,3805,4059,3549,2218
12245978,0,3789,4079,3550,2226
12249314,0,3792,4065,3542,2219
12252651,0,3790,4064,3541,2223
12255987,0,3807,4059,3536,2218
12259322,0,3800,4068,3550,2233
12262658,0,3791,4078,3539,2227
12265993,0,3782,4068,3525,2227
12269328,0,3792,4054,3551,2225
12272664,0,3790,4066,3539,2228
12275999,0,3788,4069,3539,2241
12279335,0,3780,4073,3544,2227
12282671,0,3789,4068,3535,2229
12286007,0,3779,4059,3532,2228
12289342,0,3802,4059,3533,2220
12292678,0,3791,4065,3537,2225
12296013,0,3791,4063,3538,2232
12299349,0,3795,4061,3539,2227
12302684,0,3805,4061,3538,2226
12306020,0,3790,4054,3540,2229
12309355,0,3794,4063,3532,2231
12312691,0,3785,4057,3530,2225
12316026,0,3799,4065,3553,2231
12319363,0,3784,4071,3532,2227
12322699,0,3790,4060,3531,2228
12326035,0,3787,4067,3536,2224
12329370,0,3789,4065,3534,2229
12332706,0,3787,4057,3526,2226
12336041,0,3794,4058,3529,2228
12339378,0,3793,4066,3528,2232
12342714,0,3790,4055,3532,2228
12346051,0,3793,4059,3553,2229
12349387,0,3784,4068,3531,2227
12352724,0,3791,4058,3532,2226
12356061,0,3801,4060,3533,2220
12359397,0,3788,4065,3532,2227
12362734,0,3787,4065,3532,2228
12366070,0,3789,4068,3529,2225
12369405,0,3782,4055,3522,2223
12372741,0,3800,4053,3525,2225
12376076,0,3794,4065,3530,2228
12379413,0,3774,4079,3528,2227
12382749,0,3805,4061,3522,2217
12386086,0,3790,4054,3531,2226
12389423,0,3794,4058,3552,2222
12392759,0,3793,4061,3532,2230
12396096,0,3795,4062,3532,2224
12399432,0,3793,4059,3534,2218
12402769,0,3795,4084,3531,2221
12406105,0,3785,4065,3546,2223
12409440,0,3789,4065,3529,2222
12412776,0,3783,4064,3547,2219
12416111,0,3787,4053,3530,2220
12419448,0,3787,4063,3522,2225
12422784,0,3791,4063,3528,2220
12426121,0,3789,4083,3532,2228
12429457,0,3796,4063,3533,2221
12432794,0,3782,4068,3527,2222
12436130,0,3790,4055,3523,2218
12439465,0,3795,4054,3540,2225
12442800,0,3790,4066,3528,2224
12446136,0,3785,4066,3539,2231
12449471,0,3786,4056,3539,2220
12452807,0,3786,4075,3526,2227
12456142,0,3787,4055,3521,2235
12459478,0,3787,4050,3539,2218
12462813,0,3800,4062,3532,2222
12466149,0,3800,4054,3550,2216
12469484,0,3792,4054,3531,2220
12472820,0,3787,4065,3525,2221
12476155,0,3797,4063,3529,2222
12479490,0,3798,4060,3533,2222
12482825,0,3778,4066,3526,2229
12486162,0,3792,4062,3526,2222
12489498,0,3785,4067,3526,2222
